voltage,current,irradiance,temperature,efficiency,voc,isc,label,power_output,fill_factor,temp_corrected_efficiency,panel_type
10.6027888455051,2.750649906664432,962.743489148425,28.126935580744117,5.241056826917693,23.79197477716878,2.0518752247231316,3,29.16456014827128,0.5974120696491283,5.183697262162926,COUNTERFEIT
1.8681582706271183,3.24211096062686,965.8124815646536,31.04086149715327,4.398701997485446,15.074935845184458,2.232663034033429,3,6.0567764053859,0.1799545727925619,4.305700174116232,COUNTERFEIT
22.788728003009837,5.939234926287487,943.7390155302107,22.384116881732282,19.38548299338957,26.159956168141452,7.3865778387361045,1,135.3476092811417,0.7004389660764498,19.562968545346127,HEALTHY_BASIC
19.064808957576634,3.676243314509339,929.4688395148593,29.604183676145844,9.56452610478118,21.005260933719473,5.429115114921112,2,70.08687647268886,0.6145816291903987,9.410397182415215,DEGRADED
18.054156043186033,2.2966701795270126,974.0007887066852,30.842108791871624,6.3212102802263335,20.22902908215023,3.3385721019671832,3,41.464441800912766,0.6139599251904831,6.191958086689505,COUNTERFEIT
38.6208636486493,12.014577818662822,986.690035574095,36.933030041051104,20.54957991183695,48.54132563227062,12.517270275287471,0,464.01337173066315,0.763676161085732,19.691314271370693,HEALTHY_PREMIUM
18.014560216684536,3.6979750811521397,1051.4330271086992,30.726070173560377,11.446949856324771,22.657364698992964,5.236161394363328,2,66.61739477921411,0.5615199943678381,11.217538722797872,DEGRADED
14.949178847168831,3.184158933044325,1063.8889786649306,35.34803617049299,9.068435608947292,19.370502279379153,5.594014095326477,2,47.600561367889895,0.4392862765881896,8.739993860028186,DEGRADED
15.1912834439505,3.53797258878463,993.1977993052184,26.746498341128365,12.164139083753561,24.41500638990384,3.8839548683814193,2,53.74634441315464,0.5667844331810664,12.089782813194955,DEGRADED
21.64383015933825,5.832068797915693,950.5941696923837,30.592049369030143,19.323933882795583,26.99674173030285,6.899711866202875,1,126.22830653966325,0.677664053417831,18.94572250982795,HEALTHY_BASIC
